COD_CARTAO	IDADE_CLIENTE	RENDA_MENSAL_CLIENTE	BEHAVIOUR_SCORE_CLIENTE	QTD_TRANSACOES_3M	QTD_ITENS_3M	VALOR_GASTO_3M	TICKET_MEDIO_3M	FLAG_ELETRONICOS_3M	SATISFACAO_ULTIMA_COMPRA	VALOR_GASTO_PROX_12M
151519	50	6285	57	2	7	1038	519	0	Nao_Respondeu	888
250886	18	1500	48	1	2	545	545	0	03_Neutro	0
204054	20	7260	77	1	3	706	706	0	02_Satisfeito	0
258828	35	1500	70	2	5	657	328.5	0	02_Satisfeito	674
228849	22	1500	70	2	1	3436	1718	0	02_Satisfeito	4596
192603	23	1500	58	1	4	325	325	0	01_Muito_Satisfeito	0
285713	26	9405	87	4	4	1256	314	0	Nao_Respondeu	2670
250970	27	11145	88	5	4	1283	256.6	0	02_Satisfeito	3153
346270	35	10110	71	2	5	643	321.5	0	02_Satisfeito	1276
301543	38	8610	75	2	5	714	357	0	02_Satisfeito	655
209789	57	1500	92	5	8	1202	240.4	1	Nao_Respondeu	3021
143542	45	1500	93	5	7	1435	287	1	Nao_Respondeu	3016
277285	33	6555	84	2	5	587	293.5	0	03_Neutro	777
332941	36	6585	66	2	5	673	336.5	0	02_Satisfeito	852
332716	49	8460	93	5	7	1563	312.6	1	03_Neutro	3473
158609	23	1500	94	4	4	1010	252.5	1	Nao_Respondeu	1129
270165	39	9750	74	3	7	744	248	0	02_Satisfeito	1333
359486	42	1500	88	4	6	823	205.75	0	Nao_Respondeu	1932
246797	28	7335	80	3	5	1056	352	0	Nao_Respondeu	931
169527	19	1500	91	4	3	803	200.75	1	03_Neutro	1254
184117	66	23325	92	7	9	1454	207.71	1	Nao_Respondeu	6482
157456	59	22095	90	5	8	1247	249.4	1	Nao_Respondeu	4358
168285	42	19500	83	2	6	801	400.5	0	Nao_Respondeu	1956
345089	35	1500	91	5	5	1706	341.2	1	03_Neutro	4373
181926	30	1500	42	5	4	1378	275.6	0	01_Muito_Satisfeito	2104
250341	32	1500	62	3	4	1102	367.33	0	02_Satisfeito	963
280749	41	10125	80	6	6	2317	386.17	0	01_Muito_Satisfeito	4980
292922	35	1500	65	1	1	644	644	0	Nao_Respondeu	222
145596	62	21000	92	5	9	1350	270	1	Nao_Respondeu	3982
198880	20	6570	84	3	4	928	309.33	0	Nao_Respondeu	904
217267	53	11835	85	6	7	2396	399.33	0	Nao_Respondeu	7562
176443	39	1500	93	4	6	756	189	1	Nao_Respondeu	1150
272299	66	9300	84	7	9	2390	341.43	0	Nao_Respondeu	6798
342825	29	9960	68	2	5	489	244.5	0	Nao_Respondeu	588
324031	70	26190	99	7	9	1554	222	1	Nao_Respondeu	7363
134519	31	13050	95	5	5	1397	279.4	1	Nao_Respondeu	4104
137488	42	1905	98	3	6	826	275.33	1	Nao_Respondeu	2685
147520	22	18060	82	5	12	2134	426.8	0	Nao_Respondeu	4431
129934	29	8520	72	1	5	464	464	0	02_Satisfeito	105
287905	77	14475	77	3	6	1720	573.33	0	02_Satisfeito	3419
314448	24	1500	63	1	1	342	342	0	Nao_Respondeu	0
307351	58	20850	92	7	8	1696	242.29	1	03_Neutro	5952
139301	38	9780	76	4	5	1583	395.75	0	03_Neutro	1876
309522	37	6900	80	2	6	680	340	0	03_Neutro	661
151929	37	8505	91	3	3	691	230.33	1	03_Neutro	982
218678	44	13950	75	2	6	860	430	0	02_Satisfeito	1164
314169	38	1500	73	3	6	727	242.33	0	02_Satisfeito	1476
290425	32	1500	86	4	5	1487	371.75	0	03_Neutro	2481
346902	32	6900	53	2	5	1353	676.5	0	03_Neutro	536
284001	43	11970	75	2	6	849	424.5	0	03_Neutro	1036
320048	44	9795	74	3	6	859	286.33	0	02_Satisfeito	1483
240881	40	5760	53	1	6	1267	1267	0	02_Satisfeito	265
138038	39	21000	53	1	7	749	749	0	04_Insatisfeito	0
337184	48	1800	91	3	7	971	323.67	1	Nao_Respondeu	2344
176122	46	7575	71	2	6	930	465	0	02_Satisfeito	1248
212303	32	1500	61	2	5	569	284.5	0	02_Satisfeito	475
318209	51	20385	89	4	7	1063	265.75	0	Nao_Respondeu	2561
284867	37	13740	85	5	6	1674	334.8	0	03_Neutro	3982
151552	19	6360	72	3	4	876	292	0	01_Muito_Satisfeito	845
302345	19	6315	77	2	3	594	297	0	02_Satisfeito	129
337688	61	17820	90	5	9	1331	266.2	1	Nao_Respondeu	4354
159366	35	13680	76	2	5	653	326.5	0	02_Satisfeito	1103
214291	28	11085	87	3	5	1362	454	0	Nao_Respondeu	2829
265245	30	2400	80	2	5	509	254.5	0	04_Insatisfeito	725
191709	24	10395	78	3	4	1001	333.67	0	02_Satisfeito	1532
328216	37	13320	79	2	6	683	341.5	0	02_Satisfeito	1316
315352	67	7185	68	2	8	1485	742.5	0	Nao_Respondeu	2230
269382	29	7455	81	4	3	1316	329	0	Nao_Respondeu	1189
186756	39	16860	91	1	6	740	740	1	03_Neutro	1882
226557	28	1500	92	4	5	1341	335.25	1	03_Neutro	2562
253785	43	12360	95	4	6	838	209.5	1	Nao_Respondeu	2342
246681	29	9315	70	2	5	483	241.5	0	03_Neutro	721
304566	61	1500	50	3	4	2060	686.67	0	02_Satisfeito	1704
240310	31	11370	82	2	5	531	265.5	0	03_Neutro	464
133346	74	1500	80	3	10	1648	549.33	0	Nao_Respondeu	1728
272881	32	14205	86	3	5	1219	406.33	0	03_Neutro	2215
153526	45	1500	80	2	1	1272	636	0	02_Satisfeito	466
159036	32	1500	55	2	5	556	278	0	02_Satisfeito	457
192630	29	8700	78	2	5	492	246	0	02_Satisfeito	650
277638	39	10320	72	3	6	757	252.33	0	Nao_Respondeu	1182
300195	25	4785	85	3	4	1265	421.67	0	Nao_Respondeu	2178
232802	32	7380	55	1	4	821	821	0	02_Satisfeito	104
223636	20	9015	78	1	3	603	603	1	02_Satisfeito	102
252970	30	13035	75	2	5	506	253	0	Nao_Respondeu	557
289808	35	1500	65	1	1	646	646	0	02_Satisfeito	214
192584	26	1500	60	1	2	408	408	0	05_Muito_Insatisfeito	0
257599	36	3300	80	3	6	658	219.33	0	02_Satisfeito	912
347252	45	9900	78	4	4	1678	419.5	0	02_Satisfeito	2628
181981	43	1860	90	4	6	863	215.75	1	Nao_Respondeu	1931
359700	30	1500	86	4	5	1432	358	0	Nao_Respondeu	2804
155979	65	1500	72	2	9	1401	700.5	0	Nao_Respondeu	726
264054	23	8250	87	4	4	1060	265	0	Nao_Respondeu	2081
279059	28	1500	55	2	4	1086	543	0	01_Muito_Satisfeito	599
139049	27	9690	82	2	4	424	212	0	02_Satisfeito	587
155988	34	1500	74	3	4	1422	474	0	03_Neutro	1097
347636	28	6900	63	2	4	989	494.5	0	02_Satisfeito	686
154956	50	22380	89	5	7	1010	202	0	Nao_Respondeu	3606
185575	61	20820	96	6	8	1327	221.17	1	03_Neutro	4904
285153	65	21615	85	6	8	1404	234	0	Nao_Respondeu	4605
271570	46	1500	81	2	1	1509	754.5	0	03_Neutro	282
318896	29	7125	77	1	5	468	468	0	02_Satisfeito	493
298199	38	1500	51	1	3	1311	1311	0	02_Satisfeito	0
177697	42	11970	74	2	6	831	415.5	0	02_Satisfeito	982
268583	42	5820	68	2	6	820	410	0	Nao_Respondeu	716
330845	27	1500	55	2	4	1184	592	0	02_Satisfeito	951
304354	25	1860	98	4	4	1155	288.75	1	03_Neutro	2862
133171	39	7590	58	2	5	758	379	0	02_Satisfeito	932
311064	60	16845	94	7	8	1294	184.86	1	Nao_Respondeu	5790
221369	19	8745	78	2	3	596	298	0	02_Satisfeito	0
343393	23	6120	53	2	4	724	362	0	Nao_Respondeu	229
325555	55	1860	93	5	8	1157	231.4	1	Nao_Respondeu	2717
295388	58	10305	67	2	6	1239	619.5	0	03_Neutro	724
278432	41	1500	29	2	5	1821	910.5	0	04_Insatisfeito	416
280449	28	1500	59	4	4	1115	278.75	0	02_Satisfeito	1204
284122	28	9975	82	1	5	456	456	1	02_Satisfeito	719
319511	60	1500	96	5	8	1293	258.6	1	02_Satisfeito	3686
331417	29	1500	60	2	5	989	494.5	0	01_Muito_Satisfeito	702
341598	31	15540	82	2	5	543	271.5	0	03_Neutro	983
245938	62	3315	82	5	9	1348	269.6	0	Nao_Respondeu	3527
226644	37	3510	56	2	6	685	342.5	0	03_Neutro	638
253845	27	11850	61	1	4	427	427	0	02_Satisfeito	0
345525	37	1500	91	5	6	1677	335.4	1	Nao_Respondeu	3735
224411	32	7680	78	2	5	563	281.5	0	Nao_Respondeu	462
174224	67	15435	83	5	9	1490	298	0	Nao_Respondeu	3519
131439	24	1500	59	1	4	930	930	0	02_Satisfeito	228
213029	39	10530	76	2	6	755	377.5	0	02_Satisfeito	1429
292376	41	1500	64	1	6	805	805	0	02_Satisfeito	0
140043	36	1500	86	5	5	1714	342.8	0	Nao_Respondeu	3478
249992	34	8820	68	2	5	611	305.5	0	Nao_Respondeu	820
260574	28	1500	52	1	4	450	450	0	02_Satisfeito	123
296660	31	1500	64	1	1	754	754	0	01_Muito_Satisfeito	0
225300	36	1500	67	2	5	1405	702.5	0	Nao_Respondeu	769
284433	37	15840	86	6	6	1525	254.17	0	03_Neutro	4487
272303	69	1500	94	6	9	1506	251	1	Nao_Respondeu	5484
221867	54	21000	90	5	8	1132	226.4	1	Nao_Respondeu	3961
195193	19	1500	91	4	3	838	209.5	1	Nao_Respondeu	1166
185458	32	7545	63	3	4	1178	392.67	0	02_Satisfeito	802
151438	38	7785	72	1	6	705	705	0	03_Neutro	1004
286121	30	1500	40	1	3	508	508	0	02_Satisfeito	0
173412	34	1500	30	1	5	1162	1162	1	02_Satisfeito	928
276715	42	11415	74	2	5	804	402	0	01_Muito_Satisfeito	1132
165141	22	10560	87	4	4	1030	257.5	0	03_Neutro	1358
235229	30	2220	61	2	4	926	463	0	01_Muito_Satisfeito	775
144277	31	1500	63	1	1	545	545	1	02_Satisfeito	0
334104	31	14595	69	3	5	554	184.67	0	02_Satisfeito	1000
344505	56	5505	52	2	4	2262	1131	0	04_Insatisfeito	1431
320194	21	1500	55	1	3	283	283	0	04_Insatisfeito	0
308790	71	25080	96	8	10	1579	197.38	1	03_Neutro	7968
330517	36	1500	49	3	4	1425	475	0	02_Satisfeito	1988
174947	40	1500	47	3	4	1318	439.33	0	04_Insatisfeito	1543
243711	46	15000	91	3	7	915	305	1	Nao_Respondeu	2382
349489	49	15060	83	3	7	1004	334.67	0	03_Neutro	1779
325300	38	10890	60	2	4	1068	534	0	01_Muito_Satisfeito	1728
133937	76	26940	85	6	10	1724	287.33	0	02_Satisfeito	6237
245452	33	1500	90	2	5	1317	658.5	1	03_Neutro	726
222818	45	19695	68	2	7	907	453.5	0	02_Satisfeito	1302
350080	36	1500	42	1	4	892	892	0	02_Satisfeito	502
238706	35	15465	66	2	5	632	316	1	01_Muito_Satisfeito	1112
158536	59	13965	68	3	5	1275	425	0	02_Satisfeito	1619
300459	21	8565	81	3	3	833	277.67	0	02_Satisfeito	902
176887	30	1500	53	3	3	1329	443	0	02_Satisfeito	974
185414	32	1500	87	3	5	1256	418.67	0	Nao_Respondeu	2108
352484	39	1500	74	3	3	1377	459	0	Nao_Respondeu	882
303600	36	9060	78	3	5	667	222.33	0	02_Satisfeito	1353
354168	38	1500	58	3	4	726	242	0	02_Satisfeito	961
331919	36	1500	53	2	5	1085	542.5	0	02_Satisfeito	456
335274	37	16005	69	1	6	688	688	0	02_Satisfeito	975
143973	45	19740	83	5	6	2119	423.8	0	03_Neutro	3731
299011	46	1500	30	4	7	2105	526.25	0	02_Satisfeito	2082
184501	33	1500	44	1	6	1360	1360	0	04_Insatisfeito	0
250029	71	26730	89	6	10	1582	263.67	0	Nao_Respondeu	5435
332216	29	1500	56	1	5	964	964	0	01_Muito_Satisfeito	403
301601	27	3840	55	3	4	1086	362	0	01_Muito_Satisfeito	975
204310	61	11520	69	3	7	1340	446.67	0	02_Satisfeito	1850
352496	25	11580	60	1	4	940	940	0	02_Satisfeito	681
276317	24	1500	92	2	2	1058	529	1	Nao_Respondeu	1827
167716	29	7980	66	1	5	495	495	0	02_Satisfeito	0
335924	49	17100	69	3	7	994	331.33	0	03_Neutro	1630
232869	45	1500	84	5	7	891	178.2	0	03_Neutro	1982
267863	38	1500	70	1	1	1191	1191	0	04_Insatisfeito	835
269098	91	25980	82	6	12	2106	351	0	Nao_Respondeu	6815
167228	36	8700	67	2	6	661	330.5	1	02_Satisfeito	962
143728	36	1500	64	2	5	662	331	0	02_Satisfeito	581
359086	90	27420	97	6	12	2079	346.5	1	Nao_Respondeu	7929
158524	43	13005	83	5	6	841	168.2	0	Nao_Respondeu	2204
219929	56	12510	71	3	6	1195	398.33	0	03_Neutro	1467
221360	49	1500	89	4	7	1011	252.75	0	Nao_Respondeu	1805
200986	20	7620	77	1	3	693	693	0	Nao_Respondeu	0
240436	40	5280	87	4	6	1640	410	0	Nao_Respondeu	3043
189632	41	1500	87	4	6	1446	361.5	0	Nao_Respondeu	3006
298209	36	1500	68	2	6	658	329	0	01_Muito_Satisfeito	905
356522	38	15480	72	1	5	728	728	0	Nao_Respondeu	704
205247	51	3495	68	1	7	1050	1050	0	04_Insatisfeito	431
177292	34	4830	90	5	5	1555	311	1	Nao_Respondeu	3857
139687	54	1920	93	5	8	1138	227.6	1	Nao_Respondeu	2852
183504	32	1500	66	1	1	562	562	0	05_Muito_Insatisfeito	0
358854	83	26760	96	9	11	1900	211.11	1	03_Neutro	9991
182543	23	1500	63	1	3	322	322	0	01_Muito_Satisfeito	0
163685	19	1500	80	1	2	904	904	0	02_Satisfeito	87
306991	29	7275	78	1	2	489	489	1	01_Muito_Satisfeito	403
293653	26	1500	84	3	4	1191	397	0	02_Satisfeito	1934
211346	29	1500	88	4	5	1510	377.5	0	Nao_Respondeu	2401
214241	42	7350	65	2	6	806	403	0	02_Satisfeito	728
346033	30	1500	44	3	5	1542	514	0	01_Muito_Satisfeito	904
255869	40	5880	65	2	4	1326	663	1	03_Neutro	756
295342	60	21915	85	6	8	2066	344.33	1	02_Satisfeito	7535
349912	56	8895	53	3	8	2399	799.67	0	02_Satisfeito	3886
163256	41	1500	63	3	4	1282	427.33	0	02_Satisfeito	177
193286	34	1500	41	2	3	1248	624	0	01_Muito_Satisfeito	404
136607	28	1500	90	4	5	1561	390.25	1	03_Neutro	2856
336574	36	1500	29	1	4	665	665	0	02_Satisfeito	0
204513	20	1500	92	4	4	859	214.75	1	Nao_Respondeu	1779
252226	36	17340	75	1	6	670	670	0	04_Insatisfeito	154
347546	30	6600	75	1	5	500	500	0	03_Neutro	228
193614	55	2475	72	3	8	1174	391.33	0	02_Satisfeito	2307
298304	45	1500	88	5	6	1779	355.8	0	Nao_Respondeu	3243
244017	44	1500	75	3	5	2257	752.33	0	02_Satisfeito	3901
335317	27	4200	68	2	4	433	216.5	0	02_Satisfeito	608
155233	40	9045	60	3	5	1958	652.67	0	01_Muito_Satisfeito	3454
356403	45	5550	74	3	7	902	300.67	0	02_Satisfeito	1431
195611	27	10860	52	4	4	1088	272	0	01_Muito_Satisfeito	1052
224623	34	1500	68	1	5	610	610	0	03_Neutro	349
214481	38	12765	80	3	6	729	243	0	02_Satisfeito	1183
197224	42	16440	66	2	6	826	413	0	Nao_Respondeu	849
270982	75	1500	85	5	10	2307	461.4	0	03_Neutro	4231
149496	63	20430	89	5	9	1361	272.2	1	Nao_Respondeu	4218
251800	36	11610	84	4	4	1541	385.25	0	Nao_Respondeu	2233
351419	65	19560	96	7	9	1406	200.86	1	Nao_Respondeu	6764
236148	26	1500	97	5	4	1209	241.8	1	03_Neutro	2736
248372	44	1500	85	6	6	2104	350.67	0	02_Satisfeito	4730
209757	42	5250	76	2	5	815	407.5	0	Nao_Respondeu	831
145570	53	13245	83	3	7	1125	375	0	03_Neutro	1850
305669	40	12600	75	2	6	763	381.5	0	02_Satisfeito	1334
208448	47	2670	97	4	7	956	239	1	Nao_Respondeu	2983
140551	59	10425	67	1	6	1252	1252	0	02_Satisfeito	1306
211407	68	22590	71	5	9	1520	304	0	01_Muito_Satisfeito	5860
204331	29	8055	78	2	5	479	239.5	0	01_Muito_Satisfeito	478
322914	61	23550	84	5	8	2829	565.8	0	Nao_Respondeu	5490
274695	50	16320	81	5	7	2452	490.4	0	02_Satisfeito	4800
324406	61	1500	82	5	8	1322	264.4	0	02_Satisfeito	3177
268671	33	10035	60	2	4	1380	690	0	02_Satisfeito	1855
239036	33	9510	65	2	5	601	300.5	0	02_Satisfeito	456
247117	32	13170	94	6	5	1711	285.17	1	03_Neutro	5471
247391	44	10590	60	2	5	1550	775	0	02_Satisfeito	2434
255457	54	17625	88	6	7	2262	377	0	Nao_Respondeu	8021
133409	34	9315	62	3	5	1286	428.67	0	02_Satisfeito	1605
129922	48	1500	90	5	7	2619	523.8	1	Nao_Respondeu	4499
309505	20	9150	87	4	3	860	215	0	Nao_Respondeu	1475
168135	47	21135	86	4	7	961	240.25	0	03_Neutro	2641
324404	48	14640	95	4	7	975	243.75	1	02_Satisfeito	2919
194075	77	12840	66	2	10	1740	870	0	05_Muito_Insatisfeito	927
351132	52	1500	97	5	7	1085	217	1	Nao_Respondeu	3598
148699	29	12615	66	2	5	491	245.5	0	02_Satisfeito	1026
251089	31	3165	70	2	5	517	258.5	0	02_Satisfeito	476
157862	31	15540	75	2	5	548	274	0	Nao_Respondeu	438
140658	44	2355	70	2	6	1533	766.5	0	Nao_Respondeu	1792
281079	23	6705	59	1	4	777	777	0	03_Neutro	0
206429	19	1500	94	3	3	996	332	1	Nao_Respondeu	1731
252368	22	6465	64	1	4	792	792	0	02_Satisfeito	476
297438	26	12210	86	3	4	1118	372.67	0	03_Neutro	2103
218269	38	1500	81	2	1	1848	924	0	03_Neutro	1052
329984	39	1500	91	3	6	736	245.33	1	03_Neutro	775
228943	19	7350	91	3	3	814	271.33	1	Nao_Respondeu	1605
186865	38	8145	72	2	6	1885	942.5	0	Nao_Respondeu	1336
196903	44	5250	84	6	6	1960	326.67	0	Nao_Respondeu	6553
242738	75	5040	85	6	10	1671	278.5	0	Nao_Respondeu	5358
308479	34	1500	86	4	5	1838	459.5	0	03_Neutro	3030
160203	34	1500	88	3	5	1419	473	0	03_Neutro	1951
144729	32	1500	57	1	5	562	562	0	02_Satisfeito	57
210415	67	1500	96	6	9	1470	245	1	03_Neutro	5433
318800	49	1500	91	4	7	1017	254.25	1	Nao_Respondeu	2150
161710	72	26400	87	6	10	1624	270.67	0	Nao_Respondeu	6238
178108	56	18735	89	6	8	1178	196.33	1	Nao_Respondeu	4587
302794	26	13440	78	2	4	410	205	0	02_Satisfeito	932
205453	37	7215	79	2	4	1469	734.5	0	02_Satisfeito	2419
155441	31	12150	81	2	5	520	260	0	02_Satisfeito	849
162935	28	11430	90	3	5	461	153.67	1	Nao_Respondeu	1104
224281	28	5460	62	2	3	802	401	0	02_Satisfeito	678
353401	74	22950	92	8	10	1656	207	1	03_Neutro	8741
179206	31	8700	84	3	5	1423	474.33	0	Nao_Respondeu	2275
330227	64	1500	94	5	9	1399	279.8	1	Nao_Respondeu	1154
293847	31	14265	86	3	5	1212	404	0	03_Neutro	2365
258337	33	4035	37	3	5	1472	490.67	0	Nao_Respondeu	0
347876	32	1500	66	2	5	1567	783.5	0	03_Neutro	593
192813	54	7245	69	2	6	1144	572	0	02_Satisfeito	1092
173981	68	13500	98	6	9	1495	249.17	1	03_Neutro	5485
277004	33	8760	88	5	5	1457	291.4	0	03_Neutro	3830
286776	31	8220	59	2	5	1140	570	0	Nao_Respondeu	936
227577	19	1500	91	4	3	834	208.5	1	03_Neutro	1231
290791	46	15330	69	2	7	925	462.5	0	02_Satisfeito	1105
192666	34	1500	67	2	2	596	298	0	02_Satisfeito	1373
153571	49	9705	73	1	5	985	985	0	03_Neutro	1180
160126	54	1500	88	6	8	1782	297	0	03_Neutro	4755
334196	52	17040	82	4	7	1077	269.25	0	03_Neutro	2169
328188	59	11085	72	3	6	1275	425	0	03_Neutro	2852
343416	75	1500	68	2	4	1673	836.5	0	Nao_Respondeu	1609
352911	30	9795	74	2	5	511	255.5	1	01_Muito_Satisfeito	941
140983	41	16470	91	7	6	1931	275.86	1	03_Neutro	6115
149847	66	22650	92	7	9	2339	334.14	1	Nao_Respondeu	8418
172227	27	9495	87	4	4	1292	323	0	Nao_Respondeu	2883
346123	48	16530	83	5	6	1803	360.6	0	Nao_Respondeu	3203
192430	29	3285	78	2	5	484	242	0	03_Neutro	548
297197	43	10500	69	3	5	844	281.33	0	02_Satisfeito	1218
228827	75	13350	81	3	8	1679	559.67	0	02_Satisfeito	2731
209359	31	9720	80	2	4	1081	540.5	0	02_Satisfeito	657
266769	66	20415	91	7	9	1466	209.43	1	Nao_Respondeu	5633
256075	47	1500	69	2	1	960	480	1	02_Satisfeito	480
218213	45	1500	80	3	4	903	301	0	Nao_Respondeu	1067
189264	19	6450	78	2	3	604	302	0	03_Neutro	0
184458	47	5610	69	2	7	957	478.5	0	02_Satisfeito	1057
159230	26	1500	84	4	2	1078	269.5	0	Nao_Respondeu	1476
324165	50	1500	93	8	7	2563	320.38	1	Nao_Respondeu	8455
130295	44	2130	74	2	6	878	439	0	03_Neutro	1709
211881	23	5505	76	2	4	1055	527.5	0	Nao_Respondeu	1553
341997	20	7230	78	2	3	712	356	0	Nao_Respondeu	183
187072	24	7215	87	3	4	1078	359.33	0	03_Neutro	1790
301425	46	1500	62	1	4	907	907	0	05_Muito_Insatisfeito	0
327494	56	1500	76	2	8	1201	600.5	0	03_Neutro	580
305998	33	6075	63	1	5	596	596	0	02_Satisfeito	0
323245	42	14955	87	3	6	826	275.33	0	03_Neutro	1579
194977	49	16770	56	2	11	2257	1128.5	0	Nao_Respondeu	1985
246668	44	1500	46	4	4	1563	390.75	0	01_Muito_Satisfeito	1976
248297	38	1500	85	2	6	704	352	0	Nao_Respondeu	1108
169037	31	6270	79	2	3	1089	544.5	0	02_Satisfeito	712
300036	31	10185	53	1	5	551	551	0	02_Satisfeito	217
255394	58	4695	83	4	6	1238	309.5	0	02_Satisfeito	2543
181613	34	5820	71	1	5	606	606	0	05_Muito_Insatisfeito	0
169766	54	17040	93	6	8	1157	192.83	1	Nao_Respondeu	4836
274655	31	4650	45	2	4	1317	658.5	0	02_Satisfeito	878
154618	51	12570	83	4	5	1053	263.25	0	Nao_Respondeu	1973
348197	27	8130	64	2	5	820	410	0	03_Neutro	438
344994	32	5250	53	1	5	567	567	0	04_Insatisfeito	190
188089	48	11385	91	4	7	970	242.5	1	Nao_Respondeu	2127
134494	36	10755	73	2	6	656	328	0	Nao_Respondeu	654
325539	40	1500	65	3	6	757	252.33	0	01_Muito_Satisfeito	1437
196758	46	6000	64	2	3	942	471	1	02_Satisfeito	2885
154519	39	16995	80	3	6	744	248	0	02_Satisfeito	853
196868	37	13785	84	5	6	1677	335.4	0	02_Satisfeito	3862
291907	26	11850	88	3	4	1570	523.33	0	Nao_Respondeu	2852
183834	50	1500	33	1	4	1949	1949	0	Nao_Respondeu	0
269127	30	1500	87	5	5	1368	273.6	0	03_Neutro	2659
327462	40	18780	81	2	6	754	377	0	03_Neutro	1473
331224	33	14115	88	4	5	1450	362.5	0	Nao_Respondeu	2921
181411	44	11340	78	3	6	863	287.67	1	02_Satisfeito	1108
252716	45	16545	86	3	7	905	301.67	0	03_Neutro	1802
215823	31	11160	74	2	5	519	259.5	0	02_Satisfeito	575
247396	26	12000	63	1	4	398	398	0	02_Satisfeito	303
333498	27	1500	94	4	4	1268	317	1	02_Satisfeito	2633
231131	33	5730	78	3	5	585	195	0	Nao_Respondeu	1061
233842	30	4380	72	2	5	491	245.5	0	02_Satisfeito	480
263742	41	17550	76	2	6	814	407	0	02_Satisfeito	1074
174941	55	1500	99	6	8	1157	192.83	1	Nao_Respondeu	4755
164707	51	18855	80	2	7	1042	521	1	01_Muito_Satisfeito	2930
255664	27	12120	69	2	4	425	212.5	0	02_Satisfeito	721
251581	47	1980	65	2	3	942	471	1	01_Muito_Satisfeito	1012
200025	34	1500	88	5	5	1887	377.4	0	Nao_Respondeu	3681
312617	28	5790	79	3	5	1075	358.33	0	02_Satisfeito	1058
151040	26	1500	85	3	4	1100	366.67	0	03_Neutro	2155
133478	53	18030	87	5	8	1122	224.4	0	03_Neutro	5731
285686	22	6975	45	1	3	305	305	0	02_Satisfeito	0
267479	40	1500	29	5	2	1868	373.6	0	01_Muito_Satisfeito	3480
202553	39	1500	89	5	6	1935	387	0	Nao_Respondeu	3484
263433	28	1500	54	1	3	1048	1048	0	Nao_Respondeu	149
164016	43	4440	45	3	6	1588	529.33	0	01_Muito_Satisfeito	1484
352244	48	12285	71	3	5	967	322.33	1	02_Satisfeito	1910
232413	39	13140	73	2	6	729	364.5	0	02_Satisfeito	1355
199790	43	12585	72	2	6	845	422.5	0	03_Neutro	1281
278659	30	1500	60	1	5	513	513	0	04_Insatisfeito	0
308124	29	7710	70	2	5	478	239	0	02_Satisfeito	478
242340	23	1500	94	4	4	1074	268.5	1	03_Neutro	1923
298917	35	13200	64	2	5	1240	620	1	02_Satisfeito	707
192429	76	27315	92	6	10	1698	283	1	Nao_Respondeu	8066
200486	33	1500	50	1	3	595	595	0	02_Satisfeito	99
216573	22	3615	57	4	4	994	248.5	1	01_Muito_Satisfeito	1508
158962	33	1500	44	3	5	1493	497.67	0	04_Insatisfeito	528
317123	42	12600	85	6	6	2141	356.83	0	Nao_Respondeu	4729
248379	30	4020	76	1	5	502	502	0	03_Neutro	348
259412	36	8520	67	3	5	1214	404.67	0	Nao_Respondeu	1228
181844	37	8070	68	2	5	686	343	0	03_Neutro	577
347161	39	1500	93	1	6	753	753	1	Nao_Respondeu	0
264961	29	1500	70	1	1	493	493	0	02_Satisfeito	140
222627	27	1500	84	4	2	1083	270.75	0	03_Neutro	1573
321271	31	7155	68	2	5	533	266.5	0	02_Satisfeito	781
188776	68	5205	75	3	8	1506	502	0	02_Satisfeito	2230
131218	20	3465	77	1	4	244	244	0	02_Satisfeito	0
151250	61	19440	89	6	8	1321	220.17	0	Nao_Respondeu	4650
283124	53	14550	69	2	8	1114	557	0	02_Satisfeito	1473
301407	34	13785	82	3	5	610	203.33	0	02_Satisfeito	1043
315571	22	6150	84	3	4	1079	359.67	0	01_Muito_Satisfeito	2107
319630	51	14160	79	3	7	1035	345	0	Nao_Respondeu	1404
294559	37	1500	53	1	6	684	684	0	02_Satisfeito	185
244628	62	2265	79	6	5	1343	223.83	0	02_Satisfeito	4456
165277	89	31080	90	7	12	2055	293.57	0	Nao_Respondeu	8612
346407	41	10815	69	2	6	793	396.5	0	04_Insatisfeito	890
130375	32	1500	48	2	4	1546	773	0	01_Muito_Satisfeito	1478
312359	40	4380	64	1	4	1151	1151	0	02_Satisfeito	654
277016	41	5220	83	5	6	784	156.8	0	Nao_Respondeu	2025
213108	28	6165	81	3	5	1063	354.33	0	Nao_Respondeu	1127
129524	62	15540	80	3	9	1342	447.33	0	03_Neutro	1247
281011	25	1500	84	3	4	1266	422	0	Nao_Respondeu	1877
244156	28	1500	47	3	5	1288	429.33	0	02_Satisfeito	1907
333724	53	1500	79	5	3	2109	421.8	0	Nao_Respondeu	1988
216927	36	1500	89	5	6	1801	360.2	0	03_Neutro	3852
352707	30	1500	79	2	5	1398	699	0	03_Neutro	879
323931	21	1500	40	1	2	650	650	0	02_Satisfeito	0
154368	29	6900	78	2	5	465	232.5	0	02_Satisfeito	687
187322	50	13830	80	3	7	1029	343	0	03_Neutro	0
191290	44	5820	60	4	5	1874	468.5	0	01_Muito_Satisfeito	2956
340556	60	24930	94	6	8	1286	214.33	1	Nao_Respondeu	5909
274188	48	1860	95	4	7	963	240.75	1	Nao_Respondeu	2302
155806	53	16410	86	3	7	1104	368	0	03_Neutro	2706
